Sample Weight (mg):	2.99
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
-0.001	90.283	79.998	20.008	99.985	20.233	0.042	-0.020
0.500	90.257	79.998	20.008	99.984	20.232	0.184	-0.031
1.000	90.207	79.999	20.008	99.981	20.227	0.634	-0.062
1.500	90.147	79.999	20.008	99.980	20.227	0.634	-0.093
2.000	90.078	80.005	20.011	99.979	20.223	1.103	-0.120
2.500	90.063	80.000	20.008	99.982	20.219	1.553	-0.106
3.000	90.056	80.000	20.008	99.992	20.217	1.680	-0.053
3.500	89.972	80.002	20.007	100.012	20.213	2.112	-0.057
4.000	89.947	80.002	20.008	100.040	20.209	2.549	-0.100
4.500	89.855	80.001	20.007	100.079	20.206	2.853	-0.113
5.000	89.866	80.000	20.008	100.128	20.200	3.511	-0.099
5.500	89.807	80.001	20.008	100.183	20.194	4.142	-0.065
6.000	89.789	80.001	20.008	100.236	20.193	4.282	-0.063
6.500	89.803	80.002	20.008	100.292	20.187	4.865	-0.041
7.000	89.689	80.003	20.008	100.344	20.181	5.504	-0.052
7.500	89.657	80.001	20.008	100.391	20.180	5.564	-0.122
8.000	89.669	80.001	20.008	100.430	20.176	5.982	-0.083
8.500	89.633	80.001	20.008	100.459	20.175	6.138	-0.022
9.000	89.561	80.001	20.008	100.470	20.172	6.461	-0.066
9.500	89.574	80.003	20.008	100.474	20.171	6.539	-0.083
10.000	89.506	80.001	20.008	100.469	20.172	6.444	-0.057
10.500	89.515	80.002	20.008	100.466	20.168	6.846	-0.057
11.000	89.443	80.000	20.008	100.468	20.163	7.394	-0.061
11.500	89.423	80.002	20.007	100.474	20.159	7.802	-0.077
12.000	89.397	80.002	20.008	100.481	20.159	7.790	-0.069
12.500	89.338	80.001	20.008	100.489	20.156	8.105	-0.066
13.000	89.293	80.001	20.008	100.490	20.154	8.371	-0.095
13.500	89.260	80.001	20.008	100.486	20.153	8.504	-0.091
14.000	89.297	80.002	20.008	100.478	20.151	8.621	-0.037
14.500	89.228	80.002	20.008	100.477	20.151	8.628	-0.014
15.000	89.126	80.001	20.008	100.481	20.150	8.750	-0.102
15.500	89.187	80.002	20.008	100.490	20.148	8.975	-0.105
16.000	89.147	80.002	20.007	100.508	20.144	9.371	-0.010
16.500	89.132	80.000	20.008	100.524	20.145	9.267	-0.018
17.000	89.133	80.002	20.008	100.534	20.142	9.635	-0.035
17.500	89.075	80.002	20.008	100.533	20.143	9.518	-0.036
18.000	89.100	80.001	20.008	100.524	20.143	9.495	-0.045
18.500	89.048	80.001	20.008	100.515	20.141	9.686	-0.030
19.000	89.076	80.001	20.008	100.513	20.139	9.945	-0.025
19.500	89.044	80.001	20.008	100.512	20.138	10.082	-0.014
20.000	89.092	80.000	20.007	100.523	20.136	10.230	0.006
20.500	89.055	80.002	20.008	100.539	20.136	10.194	0.013
21.000	89.030	80.002	20.008	100.556	20.133	10.587	-0.026
21.500	89.010	80.001	20.008	100.571	20.132	10.666	-0.054
22.000	89.021	80.002	20.008	100.584	20.130	10.910	-0.027
22.500	89.069	80.001	20.008	100.590	20.130	10.841	0.025
23.000	89.007	80.002	20.008	100.596	20.131	10.820	0.023
23.500	89.039	80.001	20.008	100.600	20.133	10.542	-0.022
24.000	89.052	80.002	20.008	100.602	20.131	10.747	0.007
24.500	89.058	80.001	20.008	100.607	20.129	10.939	0.032
25.000	89.053	80.001	20.007	100.617	20.129	11.010	0.010
25.500	89.083	80.001	20.008	100.619	20.130	10.897	0.013
26.000	89.106	80.002	20.008	100.617	20.131	10.753	0.039
26.500	89.126	80.001	20.008	100.616	20.129	10.985	0.048
27.000	89.119	80.001	20.008	100.614	20.130	10.870	0.028
27.500	89.101	80.001	20.008	100.609	20.130	10.899	-0.006
28.000	89.118	80.001	20.008	100.617	20.128	11.059	-0.013
28.500	89.176	80.002	20.008	100.628	20.130	10.879	0.037
29.000	89.176	80.001	20.008	100.635	20.127	11.150	0.067
29.500	89.176	80.001	20.008	100.635	20.129	10.936	0.029
30.000	89.223	80.000	20.008	100.630	20.128	11.044	0.024
30.500	89.257	80.002	20.008	100.621	20.125	11.392	0.064
31.000	89.290	80.001	20.008	100.612	20.125	11.434	0.074
31.500	89.250	80.002	20.008	100.612	20.124	11.498	0.030
32.000	89.350	80.001	20.008	100.624	20.123	11.610	0.026
32.499	89.418	80.001	20.008	100.642	20.121	11.779	0.114
32.999	89.450	80.001	20.007	100.659	20.120	11.969	0.134
33.499	89.466	80.001	20.008	100.675	20.119	12.013	0.073
33.999	89.524	80.000	20.008	100.682	20.119	12.017	0.061
34.499	89.567	80.002	20.008	100.685	20.118	12.182	0.088
34.999	89.588	80.001	20.008	100.684	20.117	12.249	0.083
35.499	89.670	80.002	20.008	100.690	20.117	12.241	0.083
35.999	89.722	80.000	20.008	100.699	20.114	12.605	0.119
36.499	89.782	80.001	20.008	100.709	20.115	12.485	0.123
36.999	89.862	80.001	20.008	100.722	20.113	12.717	0.126
37.499	89.916	80.003	20.008	100.732	20.113	12.642	0.137
37.999	89.944	80.000	20.008	100.733	20.114	12.515	0.108
38.499	90.026	80.001	20.008	100.732	20.113	12.696	0.096
38.999	90.082	80.001	20.008	100.731	20.110	12.935	0.124
39.499	90.201	80.001	20.008	100.725	20.112	12.756	0.156
39.999	90.243	80.001	20.008	100.725	20.107	13.282	0.168
40.499	90.340	80.000	20.008	100.726	20.108	13.166	0.150
40.999	90.406	80.002	20.008	100.727	20.107	13.278	0.151
41.499	90.497	80.002	20.008	100.727	20.108	13.230	0.160
41.999	90.611	80.002	20.008	100.728	20.107	13.268	0.181
42.499	90.643	80.001	20.008	100.726	20.108	13.149	0.175
42.999	90.727	80.002	20.008	100.718	20.109	13.099	0.130
43.499	90.863	80.001	20.009	100.710	20.107	13.278	0.168
43.999	90.905	80.001	20.009	100.704	20.110	13.027	0.199
44.499	90.995	80.002	20.008	100.706	20.107	13.270	0.155
44.999	91.114	80.001	20.008	100.715	20.108	13.227	0.171
45.500	91.201	80.000	20.009	100.730	20.107	13.271	0.208
46.000	91.292	80.000	20.008	100.746	20.107	13.343	0.192
46.500	91.382	80.002	20.008	100.755	20.108	13.204	0.179
47.000	91.540	80.001	20.008	100.753	20.107	13.296	0.214
47.499	91.603	80.002	20.008	100.740	20.107	13.317	0.235
47.999	91.716	80.000	20.008	100.725	20.107	13.327	0.199
48.500	91.817	80.002	20.008	100.714	20.107	13.264	0.195
49.001	91.907	80.001	20.008	100.711	20.107	13.247	0.202
49.500	92.016	80.000	20.008	100.713	20.106	13.443	0.195
49.999	92.147	80.002	20.008	100.718	20.106	13.446	0.220
50.499	92.250	80.000	20.008	100.726	20.106	13.371	0.237
51.000	92.369	80.002	20.008	100.721	20.108	13.195	0.228
51.500	92.527	80.002	20.008	100.712	20.107	13.298	0.250
51.999	92.638	80.003	20.008	100.704	20.110	13.000	0.273
52.500	92.785	80.001	20.008	100.696	20.109	13.051	0.263
53.001	92.875	80.000	20.008	100.696	20.110	12.952	0.248
53.500	93.022	80.002	20.007	100.705	20.113	12.692	0.237
53.999	93.187	80.002	20.008	100.714	20.111	12.858	0.275
54.499	93.289	80.000	20.008	100.720	20.112	12.823	0.290
55.000	93.410	80.002	20.008	100.720	20.108	13.156	0.244
55.500	93.515	80.003	20.008	100.713	20.108	13.153	0.224
55.999	93.637	80.001	20.008	100.703	20.110	12.983	0.227
56.499	93.795	80.001	20.008	100.695	20.109	13.116	0.253
56.999	93.897	80.002	20.008	100.695	20.109	13.114	0.270
57.500	94.050	80.000	20.008	100.703	20.109	13.071	0.258
58.000	94.225	80.001	20.008	100.712	20.111	12.832	0.291
58.499	94.367	80.001	20.008	100.728	20.111	12.932	0.323
58.999	94.509	80.001	20.008	100.738	20.108	13.178	0.301
59.499	94.633	80.001	20.008	100.740	20.113	12.688	0.275
59.999	94.845	80.002	20.008	100.733	20.111	12.862	0.301
60.500	94.982	80.001	20.008	100.724	20.111	12.854	0.342
61.000	95.141	80.000	20.008	100.715	20.112	12.780	0.322
61.499	95.269	80.002	20.007	100.713	20.111	12.912	0.291
61.999	95.449	80.000	20.008	100.713	20.112	12.791	0.297
62.499	95.529	80.001	20.008	100.722	20.111	12.873	0.284
62.999	95.742	80.001	20.008	100.728	20.113	12.718	0.277
63.499	95.869	80.002	20.008	100.730	20.113	12.697	0.316
63.999	95.997	80.001	20.008	100.723	20.110	13.011	0.297
64.499	96.138	80.002	20.008	100.716	20.113	12.677	0.262
64.999	96.301	80.001	20.008	100.710	20.112	12.725	0.287
65.499	96.507	80.000	20.008	100.712	20.109	13.059	0.337
65.999	96.651	80.002	20.008	100.719	20.110	13.025	0.359
66.500	96.834	80.001	20.008	100.734	20.112	12.769	0.338
67.001	96.993	80.001	20.008	100.747	20.110	13.019	0.335
67.500	97.149	80.000	20.008	100.751	20.109	13.068	0.328
67.999	97.363	80.001	20.008	100.749	20.110	12.947	0.342
68.499	97.517	80.001	20.008	100.743	20.111	12.909	0.369
68.999	97.706	80.000	20.008	100.734	20.111	12.891	0.356
69.499	97.896	80.003	20.008	100.728	20.110	12.989	0.362
69.999	98.101	80.002	20.008	100.734	20.111	12.860	0.387
70.499	98.248	80.001	20.008	100.741	20.111	12.846	0.373
70.999	98.386	80.001	20.008	100.749	20.112	12.814	0.319
71.499	98.557	80.003	20.008	100.750	20.111	12.847	0.297
71.999	98.763	80.001	20.008	100.750	20.109	13.055	0.342
72.500	98.964	80.002	20.008	100.738	20.109	13.125	0.392
73.000	99.133	80.001	20.008	100.727	20.111	12.924	0.389
73.499	99.351	80.001	20.008	100.719	20.109	13.089	0.379
73.999	99.534	80.001	20.008	100.724	20.110	12.967	0.394
74.499	99.742	80.000	20.008	100.732	20.110	12.980	0.396
74.999	99.931	80.003	20.008	100.748	20.109	13.124	0.394
75.499	100.126	80.002	20.008	100.760	20.109	13.056	0.390
75.999	100.310	80.001	20.008	100.764	20.107	13.264	0.382
76.499	100.515	80.002	20.008	100.758	20.110	12.952	0.384
76.999	100.722	80.001	20.009	100.748	20.110	13.028	0.400
