Sample Weight (mg):	0.98
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	88.370	80.005	20.009	100.181	19.995	0.041	0.060
0.499	88.375	80.005	20.008	100.189	19.995	-0.155	-0.120
1.000	88.550	80.007	20.009	100.199	19.997	-0.554	-0.012
1.500	88.531	80.005	20.009	100.204	19.994	0.399	0.168
2.000	88.432	80.005	20.009	100.202	19.990	1.609	0.019
2.500	88.548	80.005	20.009	100.200	19.996	-0.372	-0.050
3.000	88.671	80.007	20.010	100.191	19.995	0.108	0.128
3.499	88.770	80.007	20.010	100.184	19.989	1.757	0.230
3.999	88.567	80.007	20.009	100.189	19.995	-0.176	0.059
4.499	88.629	80.005	20.008	100.199	19.997	-0.588	-0.122
4.999	88.691	80.005	20.010	100.205	19.999	-1.460	-0.008
5.499	88.744	80.007	20.011	100.214	19.997	-0.575	0.119
5.999	88.737	80.006	20.010	100.217	19.998	-0.858	0.080
6.499	88.613	80.006	20.010	100.210	20.000	-1.507	-0.042
7.000	88.744	80.005	20.010	100.201	19.997	-0.797	-0.062
7.500	88.663	80.006	20.010	100.194	19.999	-1.298	0.028
7.999	88.711	80.004	20.008	100.189	19.996	-0.453	0.009
8.499	88.763	80.005	20.009	100.194	19.998	-0.987	0.034
8.999	88.709	80.005	20.008	100.203	19.993	0.500	0.049
9.499	88.729	80.006	20.009	100.210	19.991	1.353	-0.018
9.999	88.797	80.006	20.008	100.215	19.993	0.561	0.027
10.499	88.817	80.006	20.009	100.211	19.997	-0.778	0.089
11.000	88.836	80.006	20.010	100.201	19.995	-0.135	0.064
11.500	88.585	80.005	20.009	100.193	20.000	-1.602	-0.097
11.999	88.849	80.005	20.009	100.185	19.995	-0.074	-0.110
12.499	89.085	80.007	20.010	100.188	19.995	-0.081	0.256
12.999	88.761	80.005	20.009	100.197	19.993	0.656	0.206
13.499	89.066	80.005	20.008	100.209	19.991	1.102	-0.054
13.999	88.876	80.005	20.009	100.215	19.997	-0.784	0.048
14.499	89.077	80.007	20.009	100.215	19.994	0.270	0.063
14.999	88.987	80.004	20.009	100.208	19.995	0.095	0.061
15.499	89.015	80.006	20.009	100.201	19.991	1.305	0.025
15.999	89.261	80.006	20.010	100.199	19.998	-0.940	0.106
16.499	89.147	80.006	20.009	100.201	19.991	1.366	0.203
16.999	89.238	80.007	20.009	100.208	19.987	2.448	0.054
17.500	89.287	80.007	20.010	100.216	19.987	2.658	0.059
18.000	89.190	80.006	20.009	100.222	19.987	2.604	0.046
18.499	89.257	80.006	20.009	100.219	19.989	1.826	-0.039
18.999	89.034	80.003	20.008	100.211	19.993	0.609	-0.093
19.499	89.270	80.007	20.010	100.202	19.990	1.697	-0.072
19.999	89.248	80.006	20.009	100.196	19.987	2.556	0.114
20.500	89.337	80.004	20.009	100.198	19.989	1.954	0.141
21.000	89.306	80.004	20.008	100.211	19.987	2.570	0.062
21.499	89.441	80.005	20.009	100.229	19.986	2.745	0.081
21.999	89.348	80.005	20.009	100.249	19.981	4.301	0.073
22.499	89.479	80.005	20.008	100.261	19.987	2.536	0.040
22.999	89.466	80.005	20.009	100.259	19.986	2.989	0.078
23.499	89.663	80.006	20.009	100.252	19.983	3.685	0.151
23.999	89.499	80.005	20.009	100.243	19.985	3.036	0.108
24.499	89.638	80.006	20.009	100.236	19.980	4.734	0.004
24.999	89.547	80.004	20.009	100.236	19.983	3.889	0.012
25.500	89.620	80.006	20.009	100.245	19.982	4.268	0.015
26.000	89.664	80.005	20.009	100.253	19.982	3.957	0.050
26.499	89.797	80.006	20.009	100.261	19.985	3.077	0.147
26.999	89.808	80.005	20.009	100.260	19.981	4.409	0.160
27.499	89.748	80.004	20.009	100.254	19.983	3.773	0.047
27.999	89.851	80.006	20.009	100.246	19.987	2.617	-0.003
28.499	89.870	80.005	20.009	100.244	19.982	4.254	0.083
28.999	89.944	80.005	20.009	100.247	19.985	3.009	0.108
29.499	89.895	80.005	20.009	100.259	19.985	3.266	0.059
29.999	90.184	80.006	20.008	100.270	19.983	3.638	0.132
30.499	90.170	80.005	20.009	100.275	19.981	4.543	0.258
30.999	90.088	80.005	20.009	100.275	19.982	4.212	0.090
31.499	90.140	80.005	20.009	100.267	19.981	4.435	-0.063
31.999	90.408	80.006	20.010	100.259	19.980	4.645	0.145
32.499	90.287	80.005	20.009	100.254	19.978	5.363	0.234
32.999	90.273	80.006	20.009	100.255	19.982	3.977	0.006
33.499	90.348	80.006	20.009	100.256	19.977	5.587	-0.037
33.999	90.369	80.005	20.009	100.261	19.979	4.937	0.078
34.499	90.521	80.005	20.009	100.257	19.977	5.586	0.135
34.999	90.566	80.006	20.009	100.250	19.979	5.024	0.185
35.499	90.651	80.004	20.009	100.244	19.979	4.964	0.163
35.999	90.607	80.004	20.010	100.243	19.980	4.775	0.085
36.499	90.681	80.005	20.009	100.247	19.981	4.572	0.036
36.999	90.684	80.005	20.009	100.258	19.979	5.154	0.054
37.499	90.800	80.004	20.008	100.274	19.981	4.451	0.098
37.999	90.803	80.007	20.009	100.286	19.978	5.337	0.119
38.499	90.988	80.006	20.009	100.287	19.981	4.295	0.154
38.999	90.948	80.004	20.009	100.281	19.982	4.112	0.167
39.499	91.058	80.006	20.010	100.273	19.985	3.226	0.107
39.999	91.076	80.006	20.009	100.265	19.982	4.065	0.099
40.499	91.116	80.004	20.009	100.259	19.982	4.160	0.093
40.999	91.252	80.006	20.009	100.260	19.985	3.288	0.117
41.499	91.304	80.006	20.009	100.262	19.984	3.510	0.182
41.999	91.333	80.005	20.009	100.258	19.984	3.368	0.134
42.499	91.408	80.006	20.010	100.249	19.986	2.678	0.092
43.000	91.424	80.006	20.009	100.242	19.981	4.584	0.097
43.500	91.478	80.005	20.009	100.233	19.979	5.031	0.080
43.999	91.644	80.007	20.009	100.229	19.977	5.788	0.145
44.499	91.574	80.005	20.009	100.234	19.982	3.956	0.158
44.999	91.817	80.005	20.009	100.250	19.981	4.355	0.135
45.499	91.695	80.005	20.009	100.262	19.981	4.368	0.147
45.999	91.864	80.005	20.009	100.271	19.980	4.834	0.084
46.499	91.923	80.007	20.009	100.273	19.983	3.705	0.137
47.000	91.910	80.006	20.010	100.271	19.981	4.502	0.137
47.500	91.891	80.004	20.008	100.263	19.984	3.502	0.007
47.999	92.059	80.008	20.010	100.259	19.980	4.672	0.058
48.499	92.075	80.006	20.008	100.263	19.979	5.126	0.166
48.999	92.108	80.005	20.009	100.269	19.980	4.659	0.117
49.499	92.162	80.005	20.009	100.276	19.982	3.996	0.068
49.999	92.214	80.005	20.009	100.283	19.978	5.484	0.096
50.499	92.254	80.005	20.009	100.283	19.981	4.517	0.099
50.999	92.403	80.006	20.009	100.278	19.983	3.746	0.141
