Sample Weight (mg):	1.98
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	88.052	80.000	20.008	100.152	20.127	12.137	-0.081
0.500	88.042	80.000	20.007	100.159	20.126	12.182	-0.109
1.000	87.967	79.999	20.007	100.167	20.125	12.407	-0.091
1.500	87.921	80.001	20.007	100.173	20.126	12.290	-0.103
2.000	87.897	80.000	20.007	100.173	20.125	12.379	-0.096
2.500	87.905	79.999	20.007	100.169	20.128	11.980	-0.043
3.000	87.805	80.001	20.007	100.161	20.127	12.011	-0.054
3.500	87.763	79.999	20.008	100.153	20.126	12.193	-0.117
4.000	87.740	80.000	20.007	100.153	20.126	12.271	-0.103
4.501	87.692	80.000	20.007	100.160	20.128	11.982	-0.068
5.000	87.673	79.999	20.007	100.173	20.128	11.878	-0.069
5.500	87.636	80.000	20.007	100.189	20.129	11.704	-0.061
6.000	87.598	80.000	20.007	100.208	20.131	11.463	-0.065
6.500	87.553	80.000	20.007	100.224	20.131	11.482	-0.079
7.000	87.533	80.000	20.007	100.236	20.133	11.057	-0.074
7.500	87.543	79.999	20.007	100.242	20.135	10.851	-0.038
8.000	87.472	80.000	20.008	100.244	20.134	10.982	-0.036
8.500	87.479	80.000	20.007	100.241	20.134	11.007	-0.063
9.000	87.472	79.999	20.008	100.235	20.137	10.530	-0.032
9.500	87.430	80.000	20.008	100.227	20.135	10.854	-0.025
10.000	87.416	79.999	20.008	100.224	20.134	10.955	-0.053
10.500	87.396	80.000	20.008	100.223	20.133	11.108	-0.045
11.001	87.371	79.999	20.007	100.228	20.133	11.060	-0.039
11.501	87.312	80.000	20.007	100.235	20.132	11.226	-0.064
12.000	87.266	79.999	20.007	100.243	20.128	11.909	-0.094
12.500	87.255	80.000	20.008	100.245	20.131	11.519	-0.081
13.000	87.223	79.998	20.007	100.242	20.130	11.543	-0.050
13.501	87.192	80.000	20.007	100.230	20.129	11.778	-0.053
14.001	87.194	79.999	20.008	100.216	20.130	11.640	-0.045
14.501	87.175	79.999	20.008	100.208	20.129	11.811	-0.023
15.000	87.095	80.000	20.008	100.206	20.128	11.868	-0.058
15.500	87.136	79.999	20.007	100.212	20.130	11.556	-0.070
16.000	87.117	80.002	20.007	100.224	20.129	11.685	-0.009
16.500	87.117	80.001	20.009	100.239	20.129	11.810	0.002
17.000	87.066	80.003	20.011	100.250	20.128	11.947	-0.035
17.500	87.068	80.000	20.010	100.258	20.126	12.174	-0.050
18.000	87.060	80.001	20.008	100.258	20.126	12.205	-0.027
18.500	87.054	79.999	20.007	100.251	20.127	12.123	-0.010
19.000	87.003	79.999	20.008	100.243	20.129	11.774	-0.036
19.500	87.033	80.000	20.007	100.235	20.129	11.794	-0.039
20.000	87.028	80.000	20.007	100.229	20.128	11.934	0.002
20.500	86.992	80.000	20.008	100.231	20.128	11.927	-0.009
21.000	86.974	79.999	20.007	100.242	20.126	12.233	-0.048
21.500	86.986	80.001	20.008	100.253	20.128	11.961	-0.030
22.000	86.996	79.999	20.007	100.260	20.125	12.424	0.008
22.500	86.990	80.002	20.007	100.267	20.120	13.114	0.013
23.000	87.042	79.999	20.008	100.267	20.124	12.591	0.025
23.500	86.955	79.999	20.008	100.262	20.121	12.999	0.006
24.000	86.966	80.000	20.007	100.251	20.120	13.200	-0.055
24.500	86.986	80.000	20.007	100.245	20.121	13.093	-0.023
25.000	87.016	79.999	20.008	100.239	20.120	13.213	0.041
25.500	86.965	80.000	20.007	100.238	20.120	13.118	0.015
26.000	86.959	79.999	20.008	100.243	20.116	13.788	-0.040
26.500	87.011	79.999	20.008	100.257	20.116	13.829	-0.006
27.000	86.990	79.999	20.008	100.271	20.117	13.705	0.039
27.500	86.973	79.999	20.007	100.281	20.120	13.154	-0.003
28.000	86.981	79.999	20.008	100.282	20.118	13.495	-0.024
28.500	86.967	80.001	20.007	100.273	20.117	13.683	-0.008
29.000	87.038	79.998	20.008	100.259	20.121	13.091	0.026
29.500	87.030	79.999	20.008	100.246	20.118	13.512	0.060
30.001	87.023	79.999	20.008	100.242	20.118	13.528	0.024
30.500	87.060	80.000	20.007	100.244	20.116	13.792	0.007
31.000	87.112	79.998	20.008	100.253	20.116	13.754	0.059
31.500	87.122	80.000	20.007	100.268	20.117	13.699	0.075
32.000	87.115	79.999	20.007	100.281	20.116	13.873	0.033
32.500	87.129	79.999	20.007	100.281	20.115	13.950	0.005
33.000	87.194	79.999	20.007	100.280	20.116	13.735	0.043
33.500	87.175	79.999	20.008	100.273	20.121	13.016	0.063
34.000	87.273	79.999	20.007	100.260	20.120	13.225	0.063
34.500	87.273	79.999	20.008	100.249	20.120	13.180	0.088
35.001	87.301	79.999	20.008	100.240	20.118	13.495	0.063
35.501	87.340	79.999	20.008	100.239	20.120	13.161	0.048
36.000	87.346	79.999	20.008	100.242	20.117	13.594	0.056
36.500	87.380	80.000	20.007	100.248	20.121	13.085	0.042
37.000	87.419	80.000	20.007	100.252	20.118	13.573	0.056
37.501	87.427	79.999	20.008	100.255	20.117	13.697	0.060
38.001	87.458	79.999	20.007	100.251	20.118	13.435	0.043
38.500	87.485	79.999	20.008	100.243	20.119	13.303	0.048
39.000	87.505	80.000	20.007	100.232	20.119	13.415	0.052
39.500	87.547	79.999	20.008	100.218	20.116	13.801	0.055
40.000	87.533	80.000	20.008	100.213	20.116	13.772	0.046
40.500	87.603	80.000	20.007	100.210	20.118	13.552	0.042
41.000	87.626	79.999	20.008	100.212	20.119	13.395	0.074
41.500	87.681	80.000	20.007	100.222	20.118	13.462	0.085
42.000	87.701	79.999	20.007	100.235	20.116	13.749	0.077
42.501	87.788	79.999	20.007	100.239	20.114	14.208	0.091
43.001	87.825	80.000	20.008	100.239	20.116	13.769	0.115
43.500	87.846	79.999	20.007	100.236	20.116	13.784	0.091
44.000	87.924	80.000	20.008	100.226	20.116	13.836	0.079
44.500	87.936	80.000	20.007	100.219	20.115	13.964	0.095
45.000	88.020	79.999	20.008	100.218	20.116	13.887	0.093
45.501	88.011	80.000	20.007	100.225	20.113	14.331	0.085
46.001	88.075	80.000	20.008	100.235	20.111	14.561	0.065
46.501	88.141	80.000	20.007	100.252	20.113	14.283	0.093
47.001	88.134	79.999	20.008	100.269	20.111	14.562	0.095
47.500	88.157	80.000	20.007	100.284	20.112	14.533	0.037
48.000	88.296	80.000	20.007	100.288	20.107	15.208	0.088
48.500	88.322	79.999	20.007	100.287	20.107	15.333	0.163
49.001	88.357	80.000	20.007	100.279	20.108	15.088	0.113
49.501	88.421	80.001	20.008	100.272	20.106	15.448	0.080
50.001	88.521	80.001	20.007	100.269	20.107	15.260	0.132
50.501	88.515	80.000	20.007	100.275	20.106	15.488	0.129
51.001	88.567	79.999	20.008	100.287	20.105	15.608	0.070
51.501	88.622	80.000	20.007	100.303	20.104	15.699	0.076
52.000	88.671	80.001	20.007	100.318	20.102	16.024	0.106
52.500	88.748	79.999	20.007	100.330	20.103	15.862	0.115
53.000	88.832	80.001	20.007	100.339	20.100	16.368	0.143
53.500	88.834	79.999	20.007	100.340	20.096	16.937	0.124
54.000	88.980	80.000	20.008	100.340	20.099	16.474	0.117
54.500	88.994	80.000	20.008	100.340	20.099	16.563	0.154
55.001	89.059	79.999	20.007	100.341	20.098	16.635	0.119
55.501	89.140	80.000	20.007	100.349	20.099	16.535	0.112
56.000	89.218	80.000	20.007	100.362	20.098	16.706	0.153
56.500	89.290	80.001	20.007	100.377	20.095	17.105	0.154
57.000	89.385	79.999	20.007	100.388	20.096	17.056	0.158
57.500	89.475	80.000	20.008	100.394	20.097	16.880	0.176
58.000	89.480	79.999	20.007	100.394	20.095	17.104	0.140
58.500	89.556	80.000	20.007	100.391	20.093	17.424	0.088
59.000	89.709	80.000	20.008	100.383	20.091	17.751	0.154
59.500	89.723	80.000	20.008	100.384	20.093	17.512	0.198
60.001	89.910	79.999	20.007	100.392	20.091	17.756	0.184
60.501	89.923	80.000	20.007	100.403	20.092	17.590	0.200
61.000	90.036	79.999	20.007	100.418	20.091	17.739	0.163
61.500	90.092	80.000	20.006	100.427	20.094	17.310	0.148
62.000	90.234	80.000	20.008	100.425	20.092	17.579	0.184
62.500	90.428	80.000	20.007	100.417	20.093	17.542	0.267
63.000	90.285	79.998	20.008	100.407	20.093	17.554	0.193
63.500	90.821	80.001	20.008	100.392	20.093	17.431	0.222
64.000	90.577	79.999	20.007	100.387	20.090	17.931	0.342
64.501	90.772	79.999	20.008	100.394	20.091	17.840	0.121
65.001	90.583	79.999	20.008	100.402	20.090	17.911	-0.021
65.500	90.993	80.000	20.007	100.409	20.092	17.656	0.113
66.000	91.001	80.000	20.007	100.417	20.090	18.026	0.320
66.500	91.052	79.999	20.007	100.420	20.091	17.737	0.239
67.000	91.392	80.001	20.007	100.412	20.089	18.152	0.225
67.501	91.306	80.000	20.007	100.404	20.089	18.164	0.323
68.001	91.484	79.999	20.007	100.397	20.089	18.116	0.174
68.501	91.625	80.000	20.008	100.396	20.089	18.044	0.205
69.001	91.692	80.000	20.008	100.398	20.088	18.334	0.263
69.501	91.814	79.999	20.007	100.404	20.089	18.142	0.199
70.001	92.016	79.999	20.007	100.412	20.085	18.805	0.257
70.501	92.136	80.000	20.007	100.420	20.088	18.335	0.323
71.000	92.209	80.000	20.007	100.419	20.085	18.828	0.258
71.500	92.400	80.000	20.007	100.415	20.085	18.670	0.229
72.000	92.445	79.999	20.008	100.408	20.087	18.508	0.250
72.500	92.607	80.000	20.008	100.402	20.084	18.918	0.221
73.000	92.754	80.000	20.007	100.401	20.085	18.743	0.258
73.500	92.897	80.000	20.008	100.407	20.086	18.625	0.299
74.000	93.072	79.998	20.007	100.417	20.082	19.293	0.304
74.500	93.169	80.001	20.007	100.432	20.086	18.572	0.295
75.000	93.315	80.000	20.008	100.440	20.084	18.958	0.258
75.500	93.421	80.000	20.007	100.440	20.085	18.829	0.248
76.001	93.591	80.000	20.007	100.429	20.083	19.059	0.264
76.501	93.735	80.000	20.008	100.415	20.081	19.361	0.294
77.000	93.868	80.000	20.007	100.405	20.081	19.306	0.295
77.500	94.062	79.998	20.008	100.403	20.081	19.372	0.302
78.000	94.206	80.000	20.008	100.406	20.081	19.394	0.333
78.501	94.358	80.001	20.007	100.421	20.081	19.301	0.317
79.001	94.505	80.000	20.007	100.436	20.081	19.407	0.297
79.500	94.655	80.000	20.007	100.444	20.080	19.499	0.298
80.000	94.798	80.001	20.008	100.444	20.080	19.470	0.295
80.500	94.997	79.999	20.008	100.440	20.079	19.698	0.317
81.000	95.124	79.999	20.007	100.432	20.079	19.680	0.334
81.501	95.280	80.000	20.008	100.425	20.078	19.815	0.305
82.001	95.439	80.000	20.007	100.418	20.079	19.740	0.298
82.500	95.608	79.999	20.008	100.425	20.081	19.355	0.322
83.000	95.783	80.000	20.008	100.434	20.077	19.941	0.337
83.500	95.922	80.001	20.007	100.441	20.078	19.802	0.329
84.000	96.115	79.999	20.007	100.446	20.079	19.673	0.323
84.500	96.316	80.001	20.007	100.446	20.077	20.048	0.362
85.000	96.412	80.000	20.007	100.437	20.078	19.913	0.345
85.500	96.559	79.999	20.008	100.428	20.079	19.663	0.270
86.000	96.728	79.999	20.008	100.421	20.076	20.213	0.280
86.500	96.877	80.000	20.007	100.420	20.075	20.383	0.317
87.000	97.073	80.000	20.007	100.428	20.077	20.004	0.332
87.500	97.243	79.999	20.007	100.437	20.075	20.250	0.356
88.000	97.428	80.001	20.007	100.445	20.077	20.052	0.360
88.500	97.586	79.999	20.007	100.452	20.073	20.689	0.348
89.000	97.799	80.000	20.008	100.447	20.077	20.059	0.357
89.500	97.957	80.000	20.008	100.437	20.076	20.114	0.372
90.000	98.173	80.000	20.008	100.430	20.075	20.258	0.372
90.501	98.347	80.000	20.007	100.422	20.077	20.061	0.381
91.001	98.531	80.000	20.008	100.416	20.077	20.033	0.374
