Sample Weight (mg):	1.02
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	87.541	80.000	20.008	100.275	20.084	10.098	-0.055
0.500	87.491	80.002	20.008	100.270	20.083	10.598	-0.071
1.000	87.485	80.001	20.008	100.271	20.082	10.702	-0.062
1.500	87.421	80.001	20.007	100.279	20.083	10.468	-0.063
2.000	87.404	80.001	20.008	100.286	20.083	10.397	-0.076
2.500	87.335	80.001	20.008	100.290	20.086	9.573	-0.084
3.000	87.366	80.001	20.007	100.288	20.085	9.864	-0.062
3.500	87.365	80.000	20.008	100.282	20.086	9.611	-0.004
4.000	87.311	80.002	20.008	100.277	20.084	10.259	-0.012
4.500	87.272	80.001	20.008	100.275	20.087	9.346	-0.074
5.000	87.250	80.000	20.007	100.281	20.087	9.308	-0.077
5.500	87.211	80.001	20.008	100.289	20.087	9.321	-0.061
6.000	87.216	80.000	20.007	100.297	20.086	9.606	-0.048
6.500	87.208	80.002	20.008	100.303	20.086	9.677	-0.019
7.000	87.187	80.000	20.008	100.304	20.086	9.657	-0.016
7.500	87.157	79.999	20.008	100.304	20.085	9.909	-0.039
8.000	87.128	80.001	20.008	100.302	20.086	9.748	-0.055
8.500	87.116	80.000	20.008	100.302	20.083	10.377	-0.050
9.000	87.092	80.000	20.008	100.303	20.084	10.105	-0.039
9.500	87.114	80.001	20.007	100.304	20.084	10.300	-0.019
10.000	87.059	80.002	20.008	100.303	20.081	11.103	-0.018
10.500	87.041	80.001	20.008	100.301	20.084	10.066	-0.053
11.001	87.042	80.001	20.008	100.292	20.080	11.381	-0.044
11.501	86.990	80.001	20.008	100.282	20.081	10.987	-0.034
12.000	86.979	79.999	20.008	100.274	20.079	11.753	-0.058
12.501	86.988	80.002	20.008	100.267	20.079	11.703	-0.033
13.001	86.990	80.001	20.008	100.270	20.079	11.744	0.005
13.500	86.969	80.002	20.008	100.277	20.079	11.847	-0.004
14.001	86.965	80.000	20.008	100.278	20.077	12.456	-0.022
14.501	86.958	80.001	20.008	100.278	20.080	11.495	-0.018
15.000	86.973	80.001	20.008	100.277	20.080	11.312	-0.002
15.500	86.952	80.001	20.009	100.268	20.080	11.570	0.001
16.000	86.932	80.000	20.007	100.261	20.076	12.750	-0.023
16.500	86.961	80.002	20.008	100.260	20.075	13.062	-0.016
17.001	87.002	80.001	20.008	100.263	20.076	12.804	0.039
17.500	86.949	80.002	20.008	100.268	20.076	12.681	0.029
18.000	86.963	80.002	20.008	100.275	20.076	12.764	-0.026
18.500	86.951	80.000	20.008	100.277	20.075	12.984	-0.019
19.000	86.934	80.001	20.008	100.277	20.074	13.190	-0.013
19.500	86.972	80.002	20.008	100.274	20.073	13.488	-0.004
20.000	86.922	80.000	20.008	100.269	20.072	13.780	0.004
20.500	86.978	80.001	20.008	100.264	20.073	13.528	-0.003
21.000	86.989	80.001	20.007	100.267	20.074	13.296	0.037
21.500	87.018	80.001	20.008	100.275	20.072	13.854	0.054
22.000	86.994	80.002	20.008	100.277	20.071	14.249	0.023
22.500	86.998	80.000	20.008	100.278	20.072	13.995	-0.008
23.000	87.013	80.001	20.008	100.276	20.072	13.981	-0.001
23.500	87.025	80.002	20.008	100.270	20.071	14.337	0.023
24.000	87.074	80.001	20.008	100.269	20.073	13.721	0.044
24.500	87.054	80.002	20.008	100.275	20.071	14.170	0.045
25.000	87.073	80.001	20.007	100.291	20.069	14.789	0.014
25.500	87.112	80.000	20.007	100.307	20.069	14.752	0.028
26.000	87.140	80.002	20.008	100.319	20.071	14.202	0.062
26.500	87.135	80.000	20.008	100.319	20.071	14.092	0.045
27.000	87.140	80.002	20.008	100.313	20.072	13.870	0.012
27.500	87.154	80.000	20.008	100.297	20.071	14.213	0.009
28.000	87.166	80.000	20.008	100.284	20.069	14.939	0.022
28.500	87.209	80.003	20.008	100.280	20.070	14.441	0.040
29.000	87.228	79.999	20.008	100.281	20.066	15.642	0.058
29.500	87.276	80.000	20.008	100.286	20.069	14.722	0.064
30.000	87.288	80.001	20.008	100.294	20.068	15.022	0.064
30.500	87.328	80.001	20.008	100.298	20.069	14.839	0.056
31.000	87.362	80.000	20.008	100.290	20.070	14.643	0.063
31.500	87.355	80.001	20.008	100.282	20.071	14.358	0.051
32.000	87.407	80.001	20.008	100.275	20.071	14.202	0.036
32.501	87.410	80.001	20.008	100.271	20.070	14.508	0.050
33.001	87.465	80.000	20.008	100.273	20.070	14.424	0.056
33.500	87.497	80.000	20.008	100.281	20.068	15.112	0.073
34.000	87.544	80.001	20.008	100.289	20.070	14.652	0.083
34.500	87.582	79.999	20.008	100.295	20.070	14.502	0.082
35.000	87.574	80.001	20.007	100.291	20.070	14.372	0.057
