Sample Weight (mg):	3.04
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	90.697	79.998	20.008	99.991	20.160	-7.521	0.009
0.500	90.727	80.000	20.008	99.999	20.159	-7.350	0.004
1.000	90.773	80.005	20.005	100.007	20.157	-7.160	0.045
1.500	90.759	80.001	20.009	100.012	20.151	-6.536	0.054
2.000	90.796	80.003	20.009	100.016	20.147	-6.166	0.028
2.500	90.785	80.001	20.009	100.023	20.142	-5.587	0.025
3.000	90.764	80.002	20.009	100.042	20.138	-5.263	-0.003
3.500	90.783	80.001	20.009	100.076	20.134	-4.755	-0.017
4.000	90.781	80.002	20.009	100.126	20.128	-4.182	0.007
4.500	90.769	80.002	20.009	100.186	20.124	-3.783	0.001
5.000	90.741	80.002	20.010	100.246	20.117	-3.054	-0.027
5.500	90.740	80.002	20.010	100.299	20.117	-3.085	-0.034
6.000	90.775	80.003	20.009	100.339	20.112	-2.582	0.003
6.500	90.750	80.002	20.009	100.369	20.110	-2.307	0.022
7.000	90.820	80.003	20.010	100.395	20.108	-2.129	0.027
7.500	90.789	80.002	20.009	100.423	20.103	-1.599	0.042
8.000	90.770	80.002	20.009	100.454	20.100	-1.270	-0.006
8.500	90.813	80.003	20.009	100.477	20.099	-1.161	-0.013
9.000	90.812	80.002	20.009	100.492	20.094	-0.635	0.033
9.501	90.841	80.003	20.009	100.496	20.095	-0.783	0.035
10.001	90.871	80.003	20.009	100.489	20.095	-0.770	0.043
10.501	90.853	80.002	20.010	100.474	20.091	-0.367	0.035
11.000	90.898	80.002	20.010	100.469	20.093	-0.561	0.019
11.500	90.859	80.002	20.009	100.475	20.087	0.007	0.016
12.001	90.845	80.001	20.010	100.490	20.089	-0.133	-0.023
12.501	90.835	80.002	20.009	100.508	20.083	0.511	-0.038
13.001	90.829	80.003	20.009	100.524	20.083	0.465	-0.020
13.500	90.852	80.002	20.010	100.531	20.080	0.768	0.000
14.000	90.836	80.000	20.010	100.531	20.078	0.954	0.012
14.500	90.867	80.003	20.010	100.530	20.079	0.846	0.011
15.001	90.910	80.001	20.009	100.534	20.078	1.010	0.045
15.501	90.922	80.004	20.009	100.548	20.078	0.962	0.065
16.000	90.920	80.002	20.009	100.566	20.076	1.158	0.032
16.500	90.953	80.002	20.009	100.584	20.077	1.080	0.020
17.000	90.987	80.003	20.009	100.600	20.071	1.697	0.049
17.500	90.979	80.001	20.009	100.604	20.069	1.889	0.047
18.000	91.028	80.002	20.009	100.597	20.067	2.105	0.034
18.500	91.026	80.001	20.009	100.583	20.066	2.203	0.044
19.000	91.065	80.002	20.009	100.569	20.067	2.120	0.042
19.500	91.114	80.002	20.009	100.561	20.064	2.452	0.062
20.000	91.122	80.002	20.009	100.563	20.062	2.629	0.073
20.500	91.135	80.003	20.009	100.571	20.064	2.472	0.039
21.000	91.191	80.002	20.009	100.590	20.064	2.473	0.046
21.500	91.236	80.002	20.010	100.612	20.063	2.493	0.085
22.000	91.294	80.001	20.009	100.625	20.064	2.432	0.101
22.500	91.371	80.002	20.009	100.630	20.059	2.899	0.119
23.000	91.415	80.002	20.009	100.629	20.059	2.971	0.128
23.500	91.428	80.003	20.009	100.622	20.060	2.792	0.089
24.000	91.419	80.002	20.010	100.614	20.060	2.840	0.031
24.500	91.499	80.002	20.009	100.613	20.059	2.925	0.038
25.000	91.503	80.003	20.009	100.619	20.061	2.738	0.078
25.500	91.602	80.002	20.009	100.622	20.059	2.897	0.093
26.000	91.660	80.002	20.009	100.625	20.060	2.847	0.130
26.500	91.659	80.002	20.010	100.624	20.065	2.355	0.107
27.000	91.758	80.003	20.009	100.612	20.064	2.429	0.078
27.500	91.825	80.002	20.010	100.595	20.062	2.632	0.132
28.000	91.912	80.001	20.009	100.586	20.061	2.773	0.160
28.500	91.923	80.002	20.009	100.582	20.060	2.799	0.126
