Sample Weight (mg):	1.99
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	90.066	80.001	20.008	99.898	20.069	1.133	-0.157
0.500	90.038	80.001	20.008	99.896	20.065	1.767	-0.134
1.000	89.964	80.007	20.021	99.886	20.061	2.427	-0.108
1.500	89.855	80.005	20.014	99.883	20.059	2.750	-0.142
2.000	89.803	80.003	20.008	99.882	20.057	3.170	-0.172
2.500	89.767	80.004	20.008	99.892	20.050	4.267	-0.124
3.000	89.645	80.005	20.009	99.918	20.046	4.847	-0.123
3.500	89.605	80.004	20.009	99.954	20.043	5.273	-0.160
4.000	89.532	80.005	20.009	99.993	20.036	6.364	-0.138
4.500	89.463	80.004	20.009	100.039	20.035	6.498	-0.128
5.000	89.441	80.005	20.008	100.089	20.031	7.158	-0.116
5.500	89.337	80.005	20.009	100.141	20.027	7.754	-0.108
6.000	89.234	80.004	20.009	100.192	20.026	8.031	-0.166
6.500	89.187	80.004	20.009	100.241	20.024	8.320	-0.179
7.000	89.105	80.005	20.009	100.283	20.019	9.067	-0.140
7.500	89.048	80.005	20.009	100.309	20.017	9.341	-0.134
8.000	89.006	80.005	20.009	100.324	20.017	9.406	-0.119
8.500	88.956	80.005	20.009	100.334	20.012	10.247	-0.096
9.000	88.867	80.004	20.009	100.343	20.015	9.668	-0.115
9.500	88.796	80.004	20.009	100.356	20.012	10.171	-0.149
10.001	88.750	80.006	20.008	100.371	20.011	10.410	-0.138
10.501	88.693	80.004	20.009	100.381	20.007	10.919	-0.110
11.000	88.643	80.004	20.009	100.386	20.009	10.723	-0.106
11.500	88.579	80.004	20.009	100.379	20.007	10.907	-0.111
12.000	88.554	80.003	20.008	100.371	20.006	11.077	-0.101
12.500	88.518	80.005	20.009	100.364	20.003	11.575	-0.075
13.001	88.492	80.005	20.009	100.364	20.005	11.308	-0.062
13.501	88.463	80.004	20.009	100.366	20.005	11.231	-0.059
14.000	88.419	80.003	20.009	100.373	20.004	11.437	-0.064
14.500	88.386	80.005	20.009	100.370	20.001	11.844	-0.075
15.000	88.336	80.004	20.009	100.364	20.002	11.702	-0.080
15.500	88.265	80.005	20.009	100.357	20.001	11.863	-0.102
16.000	88.246	80.005	20.009	100.352	20.003	11.557	-0.105
16.500	88.208	80.003	20.009	100.351	20.003	11.614	-0.073
17.000	88.121	80.005	20.009	100.358	20.002	11.693	-0.091
17.500	88.061	80.006	20.009	100.367	20.000	12.012	-0.136
18.000	88.046	80.004	20.009	100.370	19.999	12.268	-0.112
18.500	87.972	80.005	20.009	100.367	19.999	12.217	-0.082
19.000	87.926	80.005	20.009	100.359	19.998	12.427	-0.104
19.500	87.899	80.005	20.009	100.351	20.000	12.143	-0.096
20.000	87.860	80.003	20.009	100.351	19.996	12.643	-0.069
20.500	87.819	80.005	20.009	100.361	19.996	12.748	-0.073
21.000	87.781	80.004	20.009	100.376	19.997	12.523	-0.079
21.500	87.756	80.005	20.009	100.391	19.998	12.425	-0.071
22.000	87.760	80.004	20.009	100.399	19.998	12.342	-0.042
22.500	87.765	80.005	20.009	100.396	19.996	12.766	-0.006
23.000	87.742	80.005	20.009	100.387	19.995	12.788	-0.005
23.500	87.641	80.004	20.009	100.378	19.998	12.403	-0.072
24.000	87.647	80.005	20.009	100.377	19.996	12.720	-0.109
24.500	87.608	80.003	20.009	100.384	19.997	12.544	-0.063
25.000	87.646	80.005	20.009	100.389	19.997	12.609	-0.017
25.500	87.558	80.005	20.010	100.394	19.997	12.537	-0.026
26.000	87.551	80.004	20.009	100.395	19.997	12.545	-0.072
26.500	87.540	80.005	20.009	100.390	19.997	12.497	-0.056
27.000	87.506	80.004	20.009	100.383	19.997	12.555	-0.032
27.500	87.540	80.005	20.009	100.388	19.995	12.909	-0.022
28.000	87.520	80.005	20.009	100.396	19.999	12.238	0.007
28.500	87.499	80.005	20.009	100.403	19.999	12.277	-0.014
29.000	87.500	80.004	20.009	100.411	20.001	11.960	-0.031
29.500	87.455	80.004	20.009	100.413	19.996	12.694	-0.032
