Sample Weight (mg):	1.99
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	88.918	80.004	20.009	100.175	20.063	-1.242	0.013
0.500	88.977	80.005	20.010	100.174	20.064	-1.352	0.005
1.000	89.012	80.005	20.009	100.183	20.064	-1.359	0.063
1.500	89.022	80.004	20.009	100.199	20.066	-1.562	0.069
2.000	89.068	80.006	20.009	100.223	20.065	-1.435	0.050
2.500	89.048	80.006	20.009	100.241	20.062	-0.946	0.041
3.000	89.084	80.005	20.009	100.252	20.060	-0.733	0.022
3.500	89.143	80.004	20.009	100.250	20.063	-1.155	0.055
4.000	89.159	80.005	20.009	100.243	20.067	-1.754	0.084
4.500	89.183	80.004	20.009	100.240	20.063	-1.149	0.057
5.000	89.184	80.005	20.009	100.242	20.067	-1.795	0.033
5.500	89.211	80.004	20.009	100.250	20.065	-1.432	0.027
6.000	89.237	80.004	20.009	100.258	20.063	-1.145	0.041
6.500	89.240	80.004	20.009	100.266	20.063	-1.119	0.041
7.000	89.256	80.005	20.009	100.262	20.059	-0.519	0.024
7.500	89.282	80.005	20.009	100.251	20.060	-0.746	0.030
8.000	89.344	80.006	20.009	100.232	20.062	-0.955	0.065
8.500	89.415	80.006	20.010	100.218	20.059	-0.543	0.111
9.001	89.431	80.005	20.009	100.212	20.058	-0.383	0.110
9.501	89.461	80.006	20.009	100.217	20.060	-0.679	0.066
10.000	89.524	80.004	20.009	100.228	20.057	-0.210	0.069
10.500	89.543	80.005	20.009	100.240	20.056	-0.070	0.087
11.000	89.543	80.005	20.009	100.244	20.056	-0.120	0.050
11.500	89.623	80.005	20.009	100.242	20.056	-0.067	0.049
12.000	89.654	80.004	20.010	100.235	20.056	-0.037	0.095
12.500	89.644	80.005	20.009	100.227	20.056	-0.080	0.066
13.000	89.665	80.006	20.009	100.227	20.058	-0.336	0.016
13.500	89.751	80.005	20.009	100.234	20.058	-0.347	0.059
14.000	89.751	80.004	20.009	100.242	20.056	-0.077	0.096
14.500	89.864	80.006	20.009	100.250	20.054	0.227	0.100
15.000	89.903	80.005	20.009	100.252	20.055	0.037	0.133
15.500	89.894	80.004	20.010	100.246	20.054	0.267	0.091
16.000	89.932	80.005	20.009	100.239	20.054	0.307	0.030
16.500	89.929	80.005	20.009	100.231	20.052	0.530	0.032
17.000	89.994	80.005	20.009	100.223	20.055	0.060	0.048
