Sample Weight (mg):	1.02
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	88.496	80.003	20.009	100.335	20.017	14.870	0.015
0.500	88.450	80.005	20.009	100.332	20.018	14.392	-0.018
1.000	88.409	80.004	20.009	100.337	20.014	15.720	-0.074
1.500	88.402	80.003	20.009	100.339	20.015	15.539	-0.068
2.000	88.357	80.005	20.010	100.343	20.019	14.115	-0.050
2.500	88.360	80.005	20.010	100.337	20.015	15.563	-0.047
3.000	88.323	80.004	20.010	100.329	20.013	15.939	-0.038
3.500	88.278	80.003	20.009	100.318	20.013	16.108	-0.058
4.000	88.224	80.004	20.009	100.308	20.013	16.012	-0.090
4.500	88.258	80.004	20.010	100.309	20.014	15.617	-0.060
5.000	88.286	80.004	20.010	100.315	20.013	16.118	0.021
5.500	88.266	80.004	20.009	100.327	20.014	15.740	0.035
6.000	88.241	80.004	20.009	100.335	20.015	15.460	-0.019
6.500	88.205	80.005	20.010	100.340	20.014	15.596	-0.053
7.000	88.198	80.004	20.009	100.333	20.012	16.402	-0.052
7.500	88.229	80.003	20.010	100.325	20.012	16.280	-0.010
8.000	88.180	80.005	20.009	100.314	20.012	16.509	0.003
8.500	88.204	80.005	20.010	100.308	20.010	16.940	-0.021
9.000	88.178	80.004	20.009	100.312	20.010	16.960	-0.013
9.500	88.146	80.003	20.009	100.319	20.013	16.023	-0.030
10.001	88.127	80.003	20.010	100.324	20.012	16.296	-0.055
10.501	88.136	80.006	20.010	100.325	20.015	15.489	-0.031
11.001	88.103	80.004	20.010	100.314	20.011	16.620	-0.017
11.501	88.103	80.005	20.009	100.298	20.011	16.763	-0.028
12.001	88.118	80.003	20.010	100.286	20.011	16.666	-0.009
12.500	88.069	80.005	20.010	100.284	20.011	16.770	-0.009
13.000	88.076	80.005	20.010	100.291	20.014	15.865	-0.038
13.500	88.087	80.004	20.009	100.307	20.011	16.572	-0.012
14.000	88.084	80.003	20.010	100.322	20.012	16.337	0.013
14.500	88.120	80.005	20.010	100.327	20.012	16.428	0.021
15.000	88.084	80.005	20.010	100.324	20.013	16.143	0.017
15.500	88.114	80.005	20.010	100.317	20.010	16.958	-0.003
16.000	88.124	80.003	20.010	100.310	20.008	17.584	0.017
16.500	88.097	80.004	20.009	100.310	20.008	17.455	0.011
17.000	88.136	80.005	20.010	100.318	20.008	17.741	-0.003
17.500	88.179	80.005	20.009	100.325	20.006	18.073	0.047
18.000	88.082	80.003	20.010	100.327	20.006	18.274	0.014
18.500	88.128	80.005	20.010	100.326	20.007	17.787	-0.053
19.000	88.059	80.004	20.010	100.320	20.007	17.835	-0.037
19.500	88.100	80.004	20.010	100.315	20.008	17.654	-0.025
20.000	88.148	80.005	20.009	100.317	20.005	18.604	0.030
20.500	88.130	80.005	20.010	100.324	20.007	17.862	0.060
21.000	88.134	80.003	20.010	100.337	20.009	17.419	0.008
21.500	88.146	80.005	20.009	100.346	20.008	17.452	0.001
22.000	88.159	80.005	20.010	100.350	20.011	16.738	0.020
22.500	88.162	80.006	20.009	100.348	20.008	17.501	0.021
23.000	88.221	80.005	20.009	100.345	20.009	17.186	0.039
23.500	88.167	80.005	20.010	100.339	20.008	17.747	0.033
24.000	88.183	80.005	20.009	100.338	20.008	17.521	-0.016
24.500	88.147	80.005	20.010	100.340	20.008	17.722	-0.029
25.000	88.243	80.004	20.010	100.342	20.007	17.864	0.020
25.500	88.223	80.006	20.010	100.339	20.006	18.357	0.068
26.000	88.199	80.004	20.010	100.331	20.005	18.500	0.016
26.500	88.282	80.005	20.010	100.322	20.006	18.275	0.008
27.000	88.264	80.004	20.010	100.316	20.005	18.557	0.062
27.500	88.284	80.006	20.010	100.316	20.004	18.879	0.033
28.000	88.292	80.004	20.010	100.322	20.005	18.573	0.015
28.500	88.304	80.004	20.010	100.338	20.004	18.891	0.024
29.000	88.347	80.004	20.010	100.348	20.004	18.921	0.038
29.500	88.351	80.006	20.010	100.353	20.005	18.392	0.051
30.000	88.370	80.003	20.010	100.352	20.006	18.366	0.035
30.500	88.386	80.005	20.010	100.353	20.003	19.037	0.029
