Sample Weight (mg):	0.99
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	84.597	80.000	20.008	100.151	20.096	-0.400	0.007
0.501	84.578	79.999	20.008	100.135	20.095	-0.207	-0.026
1.000	84.596	80.000	20.008	100.120	20.095	-0.240	-0.029
1.500	84.574	80.001	20.008	100.118	20.094	0.314	-0.002
2.000	84.556	80.001	20.008	100.123	20.097	-0.794	-0.022
2.500	84.594	80.000	20.008	100.138	20.098	-1.094	-0.010
3.000	84.522	80.000	20.008	100.154	20.095	-0.227	-0.007
3.500	84.555	80.000	20.008	100.167	20.095	-0.093	-0.037
4.000	84.574	80.000	20.008	100.168	20.096	-0.420	0.006
4.500	84.517	80.000	20.008	100.165	20.096	-0.380	0.007
5.000	84.486	80.000	20.008	100.164	20.094	0.053	-0.063
5.500	84.505	80.001	20.008	100.164	20.098	-1.147	-0.050
6.000	84.504	80.000	20.008	100.173	20.095	-0.200	0.003
6.500	84.555	80.001	20.010	100.189	20.095	-0.274	0.034
7.000	84.549	80.002	20.011	100.205	20.097	-0.668	0.048
7.500	84.492	79.999	20.009	100.214	20.099	-1.383	-0.009
8.000	84.533	80.000	20.008	100.221	20.099	-1.310	-0.039
8.500	84.475	80.001	20.009	100.222	20.100	-1.750	-0.017
9.001	84.527	80.001	20.008	100.221	20.101	-2.023	-0.012
9.501	84.476	80.000	20.008	100.220	20.101	-1.889	-0.002
10.000	84.478	80.000	20.008	100.220	20.096	-0.487	-0.024
10.500	84.513	80.001	20.008	100.219	20.100	-1.689	-0.006
11.000	84.506	80.000	20.008	100.214	20.099	-1.502	0.033
11.501	84.510	80.000	20.008	100.207	20.098	-1.168	0.012
12.001	84.542	80.000	20.008	100.198	20.101	-1.982	0.016
12.500	84.504	80.001	20.008	100.184	20.101	-2.042	0.015
13.000	84.539	80.000	20.008	100.174	20.099	-1.415	-0.004
13.500	84.499	80.002	20.008	100.172	20.095	-0.207	-0.004
14.000	84.529	79.997	20.008	100.175	20.097	-0.801	-0.007
14.500	84.545	80.000	20.011	100.216	20.096	-0.494	0.018
15.000	84.541	80.002	20.011	100.183	20.095	-0.073	0.029
15.500	84.598	80.000	20.008	100.145	20.094	0.160	0.032
16.000	84.611	79.999	20.008	100.117	20.096	-0.500	0.062
16.500	84.571	80.002	20.008	100.095	20.098	-1.208	0.022
17.000	84.605	79.999	20.007	100.044	20.099	-1.388	-0.017
17.500	84.623	80.002	20.005	100.076	20.100	-1.728	0.022
18.000	84.602	79.999	20.014	100.064	20.098	-1.008	0.025
18.500	84.623	80.000	20.008	100.109	20.098	-1.148	-0.001
19.000	84.607	80.000	20.006	100.182	20.099	-1.535	0.003
19.500	84.669	80.000	20.007	100.236	20.098	-1.128	0.026
20.000	84.646	80.000	20.008	100.266	20.099	-1.388	0.043
20.500	84.727	80.000	20.008	100.329	20.099	-1.241	0.049
21.001	84.728	80.001	20.008	100.322	20.099	-1.454	0.070
21.500	84.758	80.000	20.008	100.276	20.098	-0.927	0.057
22.000	84.748	80.001	20.008	100.241	20.097	-0.714	0.026
22.500	84.761	80.000	20.007	100.227	20.099	-1.287	0.011
23.000	84.823	80.001	20.008	100.223	20.099	-1.261	0.039
23.500	84.829	80.000	20.008	100.216	20.102	-2.228	0.072
24.000	84.807	80.000	20.008	100.210	20.099	-1.528	0.026
24.500	84.856	80.000	20.008	100.205	20.098	-1.108	0.005
25.000	84.862	80.001	20.008	100.205	20.101	-1.902	0.041
25.500	84.943	80.000	20.008	100.204	20.097	-0.888	0.071
26.000	84.900	80.001	20.007	100.219	20.099	-1.389	0.063
26.500	84.959	80.000	20.009	100.229	20.100	-1.649	0.027
27.000	84.994	80.000	20.008	100.227	20.099	-1.402	0.055
27.500	85.057	80.001	20.009	100.215	20.103	-2.744	0.097
28.000	85.050	80.000	20.008	100.204	20.101	-2.016	0.077
28.500	85.104	80.001	20.008	100.189	20.100	-1.629	0.051
29.000	85.129	80.001	20.008	100.178	20.100	-1.683	0.062
29.500	85.130	80.001	20.007	100.181	20.100	-1.797	0.052
30.000	85.166	80.000	20.009	100.190	20.099	-1.236	0.032
30.500	85.191	80.000	20.010	100.195	20.099	-1.282	0.049
31.000	85.183	80.001	20.008	100.202	20.096	-0.521	0.039
31.500	85.221	80.001	20.008	100.212	20.096	-0.354	0.023
32.000	85.288	80.001	20.010	100.200	20.095	-0.160	0.067
32.501	85.326	80.000	20.009	100.185	20.096	-0.341	0.105
33.001	85.366	80.001	20.008	100.176	20.093	0.508	0.092
33.500	85.398	80.000	20.008	100.160	20.094	0.261	0.075
34.000	85.419	80.001	20.008	100.143	20.093	0.521	0.062
34.501	85.421	80.001	20.009	100.143	20.094	0.134	0.038
35.001	85.438	80.000	20.008	100.147	20.093	0.367	0.021
35.500	85.477	80.000	20.008	100.147	20.090	1.416	0.038
36.000	85.500	80.001	20.008	100.153	20.092	0.975	0.059
36.500	85.551	80.001	20.008	100.162	20.089	1.910	0.068
37.001	85.559	80.000	20.008	100.179	20.089	1.703	0.067
37.501	85.589	80.001	20.008	100.198	20.087	2.384	0.048
38.000	85.640	80.001	20.008	100.220	20.087	2.318	0.059
38.500	85.739	80.001	20.008	100.238	20.085	3.166	0.116
39.001	85.744	80.002	20.009	100.248	20.083	3.788	0.127
39.501	85.792	80.001	20.009	100.247	20.083	3.741	0.078
40.000	85.858	80.000	20.009	100.247	20.082	4.048	0.083
40.500	85.875	80.002	20.009	100.249	20.082	3.961	0.099
41.000	85.932	80.001	20.008	100.255	20.079	5.063	0.079
41.500	85.986	80.001	20.008	100.266	20.078	5.257	0.092
42.001	86.033	80.000	20.008	100.281	20.077	5.699	0.105
42.501	86.070	79.999	20.008	100.294	20.078	5.352	0.093
43.001	86.113	80.002	20.008	100.300	20.075	6.301	0.083
43.501	86.213	80.001	20.008	100.293	20.074	6.562	0.112
44.000	86.204	80.000	20.009	100.284	20.074	6.555	0.117
44.500	86.250	80.000	20.008	100.277	20.076	5.987	0.064
45.000	86.367	80.002	20.009	100.276	20.074	6.628	0.100
45.500	86.401	80.000	20.008	100.284	20.072	7.176	0.157
46.000	86.482	80.002	20.008	100.300	20.075	6.128	0.133
46.501	86.495	80.000	20.008	100.316	20.073	6.690	0.104
47.001	86.556	80.000	20.008	100.327	20.075	6.143	0.083
47.501	86.633	80.001	20.008	100.324	20.074	6.419	0.106
48.001	86.704	80.000	20.008	100.309	20.074	6.513	0.143
48.500	86.771	80.000	20.009	100.293	20.072	6.994	0.143
49.000	86.831	80.000	20.008	100.277	20.073	6.679	0.133
49.500	86.931	80.001	20.008	100.271	20.072	7.261	0.144
50.001	86.981	80.001	20.008	100.275	20.071	7.548	0.155
50.501	87.054	80.001	20.008	100.283	20.069	7.957	0.136
51.000	87.157	80.001	20.008	100.291	20.072	7.303	0.149
51.500	87.195	80.000	20.008	100.300	20.068	8.401	0.158
52.000	87.319	80.000	20.008	100.302	20.068	8.369	0.152
52.501	87.364	80.000	20.008	100.297	20.069	8.042	0.165
53.001	87.399	80.000	20.008	100.295	20.067	8.784	0.124
53.500	87.485	80.001	20.008	100.295	20.068	8.423	0.100
54.000	87.590	80.002	20.008	100.296	20.066	8.978	0.156
54.500	87.681	80.001	20.009	100.304	20.066	9.071	0.194
55.000	87.779	80.001	20.008	100.316	20.064	9.665	0.193
55.500	87.835	80.000	20.008	100.325	20.066	9.170	0.172
56.000	87.959	80.001	20.008	100.335	20.063	9.886	0.167
56.501	88.020	80.001	20.008	100.341	20.065	9.432	0.182
57.001	88.120	80.001	20.009	100.340	20.063	9.848	0.173
57.500	88.200	80.001	20.008	100.335	20.062	10.277	0.171
58.000	88.283	80.001	20.008	100.330	20.061	10.685	0.171
58.501	88.385	80.001	20.008	100.329	20.061	10.684	0.174
59.001	88.497	80.002	20.008	100.338	20.058	11.453	0.200
59.500	88.587	80.001	20.008	100.356	20.059	11.312	0.208
60.001	88.693	80.003	20.008	100.376	20.057	11.922	0.199
60.501	88.795	80.001	20.008	100.394	20.055	12.512	0.202
61.001	88.888	80.002	20.008	100.401	20.055	12.400	0.201
61.501	88.992	80.001	20.008	100.400	20.056	12.335	0.196
62.000	89.101	80.002	20.008	100.392	20.053	13.172	0.205
62.500	89.208	80.002	20.008	100.388	20.052	13.581	0.214
63.000	89.350	80.001	20.008	100.392	20.053	13.131	0.233
63.500	89.415	80.001	20.008	100.406	20.051	13.859	0.229
64.000	89.550	80.002	20.008	100.422	20.047	15.103	0.204
64.500	89.680	80.002	20.008	100.438	20.049	14.374	0.232
65.000	89.809	80.002	20.008	100.451	20.049	14.569	0.262
65.500	89.886	80.000	20.008	100.456	20.048	14.638	0.232
66.000	90.047	80.001	20.008	100.458	20.045	15.757	0.222
66.500	90.172	80.001	20.008	100.458	20.044	15.932	0.262
67.000	90.282	80.000	20.008	100.452	20.046	15.308	0.260
67.500	90.404	80.002	20.009	100.444	20.043	16.337	0.234
68.000	90.516	80.001	20.009	100.436	20.042	16.589	0.233
68.500	90.708	80.001	20.008	100.433	20.043	16.387	0.269
69.000	90.807	80.002	20.008	100.433	20.040	17.270	0.297
69.500	90.942	79.999	20.008	100.442	20.041	16.885	0.263
70.000	91.070	80.001	20.008	100.452	20.042	16.787	0.249
70.500	91.264	80.001	20.008	100.460	20.042	16.763	0.292
71.000	91.381	80.002	20.009	100.460	20.044	16.162	0.316
71.500	91.548	80.000	20.008	100.456	20.043	16.268	0.298
72.000	91.692	80.002	20.008	100.451	20.041	17.017	0.298
72.500	91.843	80.001	20.008	100.449	20.041	17.042	0.303
73.000	92.025	80.002	20.008	100.455	20.041	17.074	0.314
73.500	92.140	80.002	20.008	100.466	20.039	17.557	0.315
74.000	92.387	80.001	20.008	100.483	20.039	17.645	0.329
74.500	92.486	80.002	20.008	100.494	20.038	17.941	0.354
75.000	92.619	80.001	20.008	100.502	20.039	17.747	0.289
75.500	92.819	80.000	20.008	100.504	20.036	18.571	0.282
76.001	92.946	80.003	20.008	100.496	20.039	17.532	0.330
76.501	93.134	80.001	20.009	100.484	20.038	17.830	0.321
77.000	93.289	80.001	20.008	100.478	20.039	17.701	0.329
77.500	93.449	80.001	20.008	100.478	20.037	18.390	0.329
78.000	93.675	80.001	20.008	100.485	20.037	18.149	0.350
78.500	93.812	80.001	20.008	100.500	20.036	18.565	0.375
79.001	94.024	80.000	20.008	100.511	20.035	18.908	0.357
79.501	94.146	80.002	20.008	100.516	20.035	19.037	0.341
80.001	94.370	80.000	20.008	100.509	20.036	18.434	0.339
80.501	94.551	80.001	20.008	100.495	20.036	18.613	0.375
81.000	94.742	80.001	20.008	100.480	20.035	18.826	0.389
81.500	94.941	80.001	20.008	100.471	20.031	20.285	0.381
82.000	95.135	80.002	20.009	100.474	20.033	19.435	0.391
82.500	95.297	80.001	20.008	100.489	20.033	19.442	0.375
83.001	95.491	80.002	20.008	100.505	20.032	19.678	0.356
83.501	95.715	80.001	20.008	100.520	20.035	19.023	0.387
84.000	95.887	80.001	20.008	100.527	20.038	17.797	0.407
84.500	96.100	80.002	20.008	100.525	20.036	18.639	0.390
85.000	96.251	80.001	20.008	100.516	20.036	18.611	0.375
85.500	96.506	80.002	20.008	100.508	20.036	18.416	0.385
