Sample Weight (mg):	3.05
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	89.737	80.002	20.008	100.059	20.151	2.850	-0.092
0.500	89.692	80.001	20.008	100.114	20.145	3.434	-0.072
1.000	89.634	80.002	20.008	100.185	20.142	3.769	-0.077
1.500	89.566	80.001	20.008	100.258	20.138	4.187	-0.115
2.000	89.548	80.002	20.008	100.322	20.132	4.728	-0.106
2.500	89.526	80.001	20.008	100.372	20.131	4.911	-0.063
3.000	89.461	80.000	20.009	100.406	20.129	5.053	-0.063
3.500	89.412	80.001	20.008	100.429	20.125	5.500	-0.101
4.000	89.353	80.000	20.008	100.450	20.120	6.002	-0.112
4.500	89.327	80.001	20.008	100.463	20.118	6.245	-0.096
5.000	89.272	80.001	20.008	100.481	20.116	6.419	-0.082
5.500	89.201	80.001	20.008	100.497	20.115	6.517	-0.103
6.000	89.214	80.002	20.008	100.512	20.110	7.029	-0.092
6.500	89.186	80.001	20.008	100.516	20.107	7.312	-0.037
7.000	89.170	80.001	20.008	100.516	20.107	7.286	-0.030
7.501	89.105	80.001	20.009	100.509	20.104	7.621	-0.062
8.000	89.042	80.001	20.008	100.498	20.102	7.825	-0.104
8.500	89.000	80.001	20.008	100.491	20.101	7.978	-0.117
9.000	89.025	80.001	20.008	100.493	20.100	8.055	-0.061
9.500	88.908	80.001	20.008	100.502	20.101	7.964	-0.055
10.000	88.940	80.000	20.008	100.509	20.100	8.040	-0.089
10.500	88.857	80.000	20.008	100.517	20.097	8.353	-0.068
11.000	88.874	80.001	20.008	100.523	20.095	8.550	-0.058
11.500	88.797	80.001	20.008	100.518	20.095	8.614	-0.063
12.000	88.756	80.001	20.008	100.509	20.092	8.825	-0.089
12.500	88.777	80.001	20.008	100.501	20.092	8.863	-0.069
13.000	88.774	80.001	20.008	100.495	20.092	8.880	-0.001
13.500	88.734	80.001	20.008	100.494	20.092	8.868	-0.013
14.000	88.671	80.001	20.008	100.502	20.093	8.803	-0.073
14.500	88.695	80.000	20.008	100.515	20.091	8.990	-0.071
15.000	88.692	80.001	20.008	100.526	20.092	8.925	-0.009
15.500	88.630	80.001	20.008	100.534	20.092	8.848	-0.022
16.000	88.612	80.001	20.008	100.537	20.089	9.136	-0.073
16.500	88.658	80.001	20.008	100.534	20.090	9.093	-0.027
17.000	88.570	80.001	20.008	100.527	20.089	9.136	-0.007
17.500	88.578	80.001	20.009	100.523	20.088	9.312	-0.060
18.000	88.511	80.002	20.009	100.523	20.086	9.504	-0.069
18.500	88.548	80.000	20.008	100.530	20.089	9.187	-0.045
19.000	88.599	80.002	20.008	100.542	20.089	9.222	0.029
19.500	88.534	80.000	20.008	100.551	20.085	9.581	0.038
20.000	88.523	80.002	20.008	100.560	20.086	9.490	-0.045
20.500	88.510	80.002	20.008	100.560	20.086	9.537	-0.050
21.000	88.531	80.001	20.008	100.552	20.084	9.684	-0.008
21.500	88.515	80.001	20.008	100.539	20.084	9.664	0.007
22.000	88.519	80.001	20.009	100.525	20.084	9.690	-0.004
22.500	88.492	80.000	20.008	100.518	20.085	9.554	-0.018
23.000	88.526	80.001	20.008	100.521	20.084	9.710	-0.008
23.500	88.506	80.000	20.008	100.525	20.082	9.950	0.011
24.000	88.539	80.002	20.008	100.538	20.083	9.810	0.013
24.500	88.494	80.001	20.008	100.552	20.079	10.198	0.000
25.000	88.466	80.001	20.008	100.560	20.079	10.208	-0.042
25.500	88.507	80.001	20.008	100.564	20.081	10.057	-0.030
26.000	88.451	80.002	20.008	100.561	20.081	10.048	-0.002
26.500	88.477	80.001	20.009	100.553	20.080	10.162	-0.023
27.000	88.526	80.001	20.008	100.550	20.080	10.140	0.023
27.500	88.496	80.001	20.009	100.550	20.080	10.159	0.047
28.000	88.600	80.001	20.008	100.553	20.081	10.024	0.047
28.500	88.626	80.001	20.008	100.566	20.078	10.326	0.102
29.000	88.588	80.001	20.008	100.579	20.079	10.269	0.059
29.500	88.639	80.000	20.009	100.585	20.078	10.343	0.000
30.000	88.634	80.003	20.008	100.583	20.077	10.437	0.029
30.500	88.633	80.001	20.008	100.575	20.075	10.633	0.020
31.000	88.686	80.001	20.009	100.562	20.075	10.587	0.023
31.500	88.770	80.003	20.009	100.548	20.072	10.934	0.094
32.000	88.693	80.001	20.009	100.543	20.075	10.654	0.072
32.500	88.808	80.003	20.009	100.546	20.074	10.696	0.023
33.000	88.802	80.000	20.009	100.554	20.074	10.767	0.074
33.500	88.791	80.002	20.008	100.570	20.072	10.891	0.046
34.000	88.832	80.000	20.009	100.584	20.069	11.257	0.006
34.500	88.885	80.001	20.009	100.596	20.068	11.376	0.061
35.000	88.927	80.001	20.009	100.603	20.071	11.073	0.094
35.501	88.943	80.002	20.009	100.607	20.067	11.485	0.077
36.001	89.010	80.001	20.009	100.607	20.067	11.502	0.071
36.501	89.010	80.002	20.009	100.608	20.064	11.774	0.074
37.000	89.040	80.001	20.009	100.608	20.064	11.761	0.048
37.501	89.091	80.002	20.009	100.612	20.061	12.115	0.056
38.001	89.162	80.002	20.009	100.624	20.064	11.795	0.102
38.500	89.200	80.001	20.009	100.636	20.061	12.082	0.115
39.000	89.218	80.001	20.009	100.652	20.060	12.136	0.082
39.500	89.320	80.001	20.009	100.668	20.059	12.300	0.088
40.000	89.310	80.001	20.009	100.681	20.059	12.239	0.106
40.500	89.372	80.002	20.009	100.683	20.059	12.335	0.072
41.000	89.442	80.001	20.009	100.680	20.057	12.457	0.092
41.500	89.567	80.000	20.009	100.672	20.059	12.278	0.164
42.000	89.581	80.002	20.009	100.670	20.061	12.101	0.167
42.500	89.597	80.000	20.009	100.669	20.062	12.021	0.085
43.000	89.726	80.000	20.009	100.672	20.061	12.109	0.088
43.500	89.744	80.002	20.009	100.673	20.061	12.077	0.146
44.001	89.842	80.001	20.009	100.671	20.059	12.324	0.131
44.501	89.929	80.002	20.009	100.657	20.060	12.202	0.150
45.000	89.931	80.001	20.009	100.642	20.060	12.188	0.137
45.500	90.031	80.002	20.009	100.629	20.057	12.533	0.095
46.000	90.095	80.002	20.009	100.620	20.058	12.423	0.133
46.500	90.156	80.001	20.009	100.620	20.060	12.186	0.145
47.001	90.237	80.001	20.009	100.630	20.057	12.478	0.133
47.501	90.331	80.001	20.009	100.644	20.060	12.149	0.158
48.001	90.424	80.001	20.009	100.657	20.058	12.396	0.181
48.501	90.468	80.001	20.009	100.664	20.054	12.822	0.162
49.000	90.592	80.002	20.009	100.664	20.056	12.640	0.153
49.501	90.590	80.000	20.009	100.659	20.054	12.805	0.145
50.001	90.697	80.001	20.009	100.646	20.054	12.764	0.113
50.501	90.793	80.001	20.009	100.637	20.054	12.754	0.154
51.001	90.905	80.001	20.009	100.638	20.053	12.924	0.206
51.500	90.939	80.001	20.009	100.649	20.054	12.756	0.177
52.000	91.059	80.000	20.009	100.668	20.053	12.953	0.150
52.500	91.104	80.001	20.009	100.690	20.053	12.946	0.159
53.000	91.261	80.001	20.009	100.708	20.051	13.088	0.183
53.501	91.307	80.001	20.009	100.715	20.050	13.224	0.202
54.001	91.418	80.001	20.009	100.714	20.050	13.205	0.180
54.500	91.503	80.001	20.009	100.706	20.052	13.003	0.176
55.000	91.635	80.002	20.010	100.702	20.048	13.409	0.207
55.500	91.729	80.000	20.009	100.704	20.051	13.139	0.222
