Sample Weight (mg):	3.01
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	87.794	80.003	20.008	100.508	20.190	0.476	-0.067
0.500	87.795	80.002	20.008	100.518	20.191	0.394	-0.046
1.000	87.839	80.003	20.008	100.525	20.193	0.196	0.004
1.500	87.816	80.003	20.009	100.530	20.189	0.592	0.033
2.000	87.813	80.002	20.009	100.524	20.189	0.544	-0.003
2.500	87.787	80.003	20.008	100.517	20.190	0.508	-0.028
3.000	87.744	80.002	20.008	100.507	20.189	0.544	-0.049
3.500	87.716	80.003	20.008	100.500	20.191	0.401	-0.070
4.000	87.748	80.002	20.008	100.499	20.189	0.572	-0.033
4.500	87.712	80.005	20.009	100.507	20.189	0.548	-0.000
5.000	87.731	80.001	20.008	100.515	20.191	0.427	-0.010
5.500	87.720	80.003	20.008	100.518	20.191	0.425	-0.004
6.000	87.689	80.003	20.009	100.517	20.192	0.244	-0.017
6.500	87.687	80.003	20.009	100.512	20.188	0.660	-0.038
7.000	87.715	80.002	20.008	100.504	20.188	0.696	-0.004
7.500	87.695	80.003	20.008	100.496	20.190	0.462	0.017
8.000	87.705	80.002	20.009	100.500	20.191	0.414	-0.001
8.500	87.735	80.003	20.008	100.508	20.191	0.343	0.015
9.000	87.746	80.002	20.008	100.517	20.190	0.451	0.040
9.501	87.721	80.002	20.009	100.523	20.190	0.493	0.014
10.001	87.744	80.003	20.008	100.525	20.191	0.405	-0.007
10.500	87.696	80.004	20.008	100.520	20.190	0.526	-0.013
11.000	87.719	80.003	20.009	100.512	20.189	0.639	-0.026
11.500	87.755	80.002	20.008	100.505	20.191	0.368	0.017
12.000	87.757	80.004	20.009	100.506	20.191	0.377	0.049
12.501	87.784	80.001	20.008	100.511	20.189	0.562	0.033
13.001	87.779	80.002	20.009	100.516	20.189	0.603	0.026
13.500	87.703	80.004	20.008	100.518	20.189	0.573	-0.029
14.000	87.727	80.003	20.008	100.517	20.190	0.487	-0.066
14.500	87.732	80.004	20.009	100.504	20.188	0.676	-0.011
15.000	87.732	80.002	20.009	100.496	20.189	0.590	0.017
15.500	87.762	80.002	20.009	100.491	20.187	0.777	0.017
16.000	87.782	80.003	20.008	100.492	20.188	0.678	0.040
16.500	87.827	80.002	20.008	100.496	20.188	0.714	0.057
17.000	87.804	80.004	20.008	100.508	20.188	0.740	0.044
17.500	87.749	80.003	20.009	100.512	20.188	0.724	-0.027
18.000	87.701	80.001	20.008	100.511	20.187	0.824	-0.090
18.500	87.779	80.003	20.008	100.507	20.183	1.187	-0.037
19.000	87.825	80.002	20.009	100.502	20.184	1.103	0.077
19.500	87.772	80.002	20.008	100.498	20.182	1.323	0.058
